year,month,day,hour,DE_wind_generation_actual,DE_wind_capacity,DE_wind_speed,DE_temperature,DE_air_density,lag_1,lag_2,lag_3
2020.0,1.0,14.0,7.0,40811.0,50452.0,5.185,2.756,1.23,41069.0,40865.0,38566.0
2020.0,1.0,14.0,8.0,40365.0,50452.0,5.343,3.64,1.229,40811.0,41069.0,40865.0
2020.0,1.0,14.0,9.0,39049.0,50452.0,5.426,4.698,1.226,40365.0,40811.0,41069.0
2020.0,1.0,14.0,10.0,37927.0,50452.0,5.418,5.75,1.222,39049.0,40365.0,40811.0
2020.0,1.0,14.0,11.0,37407.0,50452.0,5.367,6.651,1.218,37927.0,39049.0,40365.0
2020.0,1.0,14.0,12.0,36421.0,50452.0,5.127,7.105,1.215,37407.0,37927.0,39049.0
2020.0,1.0,14.0,13.0,35649.0,50452.0,4.786,6.939,1.214,36421.0,37407.0,37927.0
2020.0,1.0,14.0,14.0,35957.0,50452.0,4.614,6.31,1.215,35649.0,36421.0,37407.0
2020.0,1.0,14.0,15.0,37247.0,50452.0,4.681,5.766,1.216,35957.0,35649.0,36421.0
2020.0,1.0,14.0,16.0,38759.0,50452.0,4.881,5.673,1.217,37247.0,35957.0,35649.0
2020.0,1.0,14.0,17.0,39139.0,50452.0,5.065,5.651,1.217,38759.0,37247.0,35957.0
2020.0,1.0,14.0,18.0,39760.0,50452.0,5.264,5.616,1.217,39139.0,38759.0,37247.0
2020.0,1.0,14.0,19.0,40185.0,50452.0,5.427,5.578,1.217,39760.0,39139.0,38759.0
2020.0,1.0,14.0,20.0,39865.0,50452.0,5.484,5.537,1.217,40185.0,39760.0,39139.0
2020.0,1.0,14.0,21.0,38528.0,50452.0,5.467,5.508,1.218,39865.0,40185.0,39760.0
2020.0,1.0,14.0,22.0,38944.0,50452.0,5.386,5.484,1.218,38528.0,39865.0,40185.0
2020.0,1.0,14.0,23.0,38384.0,50452.0,5.246,5.465,1.218,38944.0,38528.0,39865.0
2020.0,1.0,15.0,3.0,36227.0,50452.0,4.769,5.138,1.22,36328.0,37059.0,37604.0
2020.0,1.0,15.0,4.0,36227.0,50452.0,4.737,4.972,1.221,36227.0,36328.0,37059.0
2020.0,1.0,15.0,5.0,37459.0,50452.0,4.724,4.756,1.222,36227.0,36227.0,36328.0
2020.0,1.0,15.0,6.0,37194.0,50452.0,4.722,4.513,1.223,37459.0,36227.0,36227.0
2020.0,1.0,15.0,7.0,36155.0,50452.0,4.753,4.508,1.225,37194.0,37459.0,36227.0
2020.0,1.0,15.0,8.0,34719.0,50452.0,4.996,5.55,1.225,36155.0,37194.0,37459.0
2020.0,1.0,15.0,9.0,34881.0,50452.0,5.115,6.835,1.222,34719.0,36155.0,37194.0
2020.0,1.0,15.0,10.0,34350.0,50452.0,5.149,8.08,1.217,34881.0,34719.0,36155.0
2020.0,1.0,15.0,11.0,33303.0,50452.0,5.262,9.073,1.213,34350.0,34881.0,34719.0
2020.0,1.0,15.0,12.0,33214.0,50452.0,5.123,9.525,1.209,33303.0,34350.0,34881.0
2020.0,1.0,15.0,13.0,33369.0,50452.0,4.764,9.293,1.209,33214.0,33303.0,34350.0
2020.0,1.0,15.0,14.0,33514.0,50452.0,4.383,8.14,1.21,33369.0,33214.0,33303.0
2020.0,1.0,15.0,15.0,34741.0,50452.0,4.359,6.699,1.213,33514.0,33369.0,33214.0
2020.0,1.0,15.0,16.0,35883.0,50452.0,4.522,6.158,1.217,34741.0,33514.0,33369.0
2020.0,1.0,15.0,17.0,36402.0,50452.0,4.575,5.907,1.22,35883.0,34741.0,33514.0
2020.0,1.0,15.0,18.0,36713.0,50452.0,4.517,5.73,1.222,36402.0,35883.0,34741.0
2020.0,1.0,15.0,19.0,36525.0,50452.0,4.293,5.551,1.224,36713.0,36402.0,35883.0
2020.0,1.0,15.0,20.0,35330.0,50452.0,4.037,5.39,1.226,36525.0,36713.0,36402.0
2020.0,1.0,15.0,21.0,33012.0,50452.0,3.843,5.27,1.227,35330.0,36525.0,36713.0
2020.0,1.0,15.0,22.0,30841.0,50452.0,3.604,5.135,1.229,33012.0,35330.0,36525.0
2020.0,1.0,15.0,23.0,27995.0,50452.0,3.384,4.995,1.231,30841.0,33012.0,35330.0
2020.0,1.0,16.0,0.0,25464.0,50452.0,3.083,4.816,1.233,27995.0,30841.0,33012.0
2020.0,1.0,16.0,1.0,23635.0,50452.0,2.754,4.572,1.235,25464.0,27995.0,30841.0
2020.0,1.0,16.0,2.0,21877.0,50452.0,2.437,4.251,1.236,23635.0,25464.0,27995.0
2020.0,1.0,16.0,3.0,20430.0,50452.0,2.269,3.955,1.238,21877.0,23635.0,25464.0
2020.0,1.0,16.0,4.0,19208.0,50452.0,2.189,3.712,1.24,20430.0,21877.0,23635.0
2020.0,1.0,16.0,5.0,18562.0,50452.0,2.11,3.494,1.241,19208.0,20430.0,21877.0
2020.0,1.0,16.0,6.0,17762.0,50452.0,2.121,3.356,1.242,18562.0,19208.0,20430.0
2020.0,1.0,16.0,7.0,17200.0,50452.0,2.148,3.535,1.243,17762.0,18562.0,19208.0
2020.0,1.0,16.0,8.0,15323.0,50452.0,2.332,4.794,1.244,17200.0,17762.0,18562.0
2020.0,1.0,16.0,9.0,13203.0,50452.0,2.63,6.012,1.242,15323.0,17200.0,17762.0
2020.0,1.0,16.0,10.0,10807.0,50452.0,2.617,7.15,1.238,13203.0,15323.0,17200.0
2020.0,1.0,16.0,11.0,9512.0,50452.0,2.701,8.233,1.233,10807.0,13203.0,15323.0
2020.0,1.0,16.0,12.0,8912.0,50452.0,2.686,8.785,1.229,9512.0,10807.0,13203.0
2020.0,1.0,16.0,13.0,8896.0,50452.0,2.307,8.599,1.227,8912.0,9512.0,10807.0
2020.0,1.0,16.0,14.0,9702.0,50452.0,1.826,6.99,1.227,8896.0,8912.0,9512.0
2020.0,1.0,16.0,15.0,13425.0,50452.0,1.928,4.789,1.229,9702.0,8896.0,8912.0
2020.0,1.0,16.0,16.0,18577.0,50452.0,2.302,4.178,1.231,13425.0,9702.0,8896.0
2020.0,1.0,16.0,17.0,23295.0,50452.0,2.608,3.955,1.234,18577.0,13425.0,9702.0
2020.0,1.0,16.0,18.0,26212.0,50452.0,2.839,3.755,1.237,23295.0,18577.0,13425.0
2020.0,1.0,16.0,19.0,27803.0,50452.0,3.065,3.606,1.239,26212.0,23295.0,18577.0
2020.0,1.0,16.0,20.0,28245.0,50452.0,3.293,3.55,1.241,27803.0,26212.0,23295.0
2020.0,1.0,16.0,21.0,27364.0,50452.0,3.451,3.539,1.243,28245.0,27803.0,26212.0
2020.0,1.0,16.0,22.0,27921.0,50452.0,3.468,3.41,1.244,27364.0,28245.0,27803.0
2020.0,1.0,16.0,23.0,28351.0,50452.0,3.448,3.228,1.245,27921.0,27364.0,28245.0
2020.0,1.0,17.0,0.0,27948.0,50452.0,3.465,3.108,1.245,28351.0,27921.0,27364.0
2020.0,1.0,17.0,1.0,27505.0,50452.0,3.423,2.923,1.246,27948.0,28351.0,27921.0
2020.0,1.0,17.0,2.0,27071.0,50452.0,3.41,2.727,1.247,27505.0,27948.0,28351.0
2020.0,1.0,17.0,3.0,26056.0,50452.0,3.381,2.535,1.247,27071.0,27505.0,27948.0
2020.0,1.0,17.0,4.0,25566.0,50452.0,3.382,2.377,1.247,26056.0,27071.0,27505.0
2020.0,1.0,17.0,5.0,26150.0,50452.0,3.415,2.242,1.247,25566.0,26056.0,27071.0
2020.0,1.0,17.0,6.0,26124.0,50452.0,3.44,2.128,1.247,26150.0,25566.0,26056.0
2020.0,1.0,17.0,7.0,26007.0,50452.0,3.514,2.267,1.247,26124.0,26150.0,25566.0
2020.0,1.0,17.0,8.0,24574.0,50452.0,3.757,3.25,1.244,26007.0,26124.0,26150.0
2020.0,1.0,17.0,9.0,22649.0,50452.0,3.861,4.493,1.239,24574.0,26007.0,26124.0
2020.0,1.0,17.0,10.0,19956.0,50452.0,3.913,5.849,1.232,22649.0,24574.0,26007.0
2020.0,1.0,17.0,11.0,17937.0,50452.0,3.975,6.934,1.226,19956.0,22649.0,24574.0
2020.0,1.0,17.0,12.0,17382.0,50452.0,3.824,7.495,1.222,17937.0,19956.0,22649.0
2020.0,1.0,17.0,13.0,17231.0,50452.0,3.337,7.404,1.22,17382.0,17937.0,19956.0
2020.0,1.0,17.0,14.0,17562.0,50452.0,2.711,6.371,1.22,17231.0,17382.0,17937.0
2020.0,1.0,17.0,15.0,19102.0,50452.0,2.684,5.179,1.222,17562.0,17231.0,17382.0
2020.0,1.0,17.0,16.0,20793.0,50452.0,2.966,4.95,1.224,19102.0,17562.0,17231.0
2020.0,1.0,17.0,17.0,22432.0,50452.0,3.158,4.833,1.226,20793.0,19102.0,17562.0
2020.0,1.0,17.0,18.0,24423.0,50452.0,3.303,4.741,1.228,22432.0,20793.0,19102.0
2020.0,1.0,17.0,19.0,26146.0,50452.0,3.409,4.686,1.229,24423.0,22432.0,20793.0
2020.0,1.0,17.0,20.0,27898.0,50452.0,3.481,4.627,1.23,26146.0,24423.0,22432.0
2020.0,1.0,17.0,21.0,28126.0,50452.0,3.544,4.494,1.232,27898.0,26146.0,24423.0
2020.0,1.0,17.0,22.0,28632.0,50452.0,3.658,4.34,1.234,28126.0,27898.0,26146.0
2020.0,1.0,17.0,23.0,28654.0,50452.0,3.753,4.135,1.235,28632.0,28126.0,27898.0
2020.0,1.0,18.0,0.0,28306.0,50452.0,3.783,3.866,1.237,28654.0,28632.0,28126.0
2020.0,1.0,18.0,1.0,28267.0,50452.0,3.814,3.606,1.24,28306.0,28654.0,28632.0
2020.0,1.0,18.0,2.0,27841.0,50452.0,3.795,3.328,1.242,28267.0,28306.0,28654.0
2020.0,1.0,18.0,3.0,26967.0,50452.0,3.718,3.085,1.244,27841.0,28267.0,28306.0
2020.0,1.0,18.0,4.0,25904.0,50452.0,3.625,2.842,1.245,26967.0,27841.0,28267.0
2020.0,1.0,18.0,5.0,25603.0,50452.0,3.553,2.603,1.247,25904.0,26967.0,27841.0
2020.0,1.0,18.0,6.0,24991.0,50452.0,3.479,2.38,1.249,25603.0,25904.0,26967.0
2020.0,1.0,18.0,7.0,24435.0,50452.0,3.486,2.337,1.25,24991.0,25603.0,25904.0
2020.0,1.0,18.0,8.0,23595.0,50452.0,3.735,2.814,1.25,24435.0,24991.0,25603.0
2020.0,1.0,18.0,9.0,22150.0,50452.0,3.955,3.42,1.248,23595.0,24435.0,24991.0
2020.0,1.0,18.0,10.0,22670.0,50452.0,4.169,4.039,1.246,22150.0,23595.0,24435.0
2020.0,1.0,18.0,11.0,22490.0,50452.0,4.328,4.489,1.244,22670.0,22150.0,23595.0
2020.0,1.0,18.0,12.0,21638.0,50452.0,4.2,4.691,1.243,22490.0,22670.0,22150.0
2020.0,1.0,18.0,13.0,19376.0,50452.0,3.749,4.558,1.242,21638.0,22490.0,22670.0
2020.0,1.0,18.0,14.0,17351.0,50452.0,2.986,3.905,1.243,19376.0,21638.0,22490.0
2020.0,1.0,18.0,15.0,16407.0,50452.0,2.494,2.689,1.246,17351.0,19376.0,21638.0
2020.0,1.0,18.0,16.0,16739.0,50452.0,2.474,2.066,1.248,16407.0,17351.0,19376.0
2020.0,1.0,18.0,17.0,17489.0,50452.0,2.428,1.714,1.25,16739.0,16407.0,17351.0
2020.0,1.0,18.0,18.0,17285.0,50452.0,2.398,1.416,1.253,17489.0,16739.0,16407.0
2020.0,1.0,18.0,19.0,16636.0,50452.0,2.364,1.138,1.255,17285.0,17489.0,16739.0
2020.0,1.0,18.0,20.0,16297.0,50452.0,2.374,0.926,1.257,16636.0,17285.0,17489.0
2020.0,1.0,18.0,21.0,15638.0,50452.0,2.4,0.778,1.258,16297.0,16636.0,17285.0
2020.0,1.0,18.0,22.0,15320.0,50452.0,2.404,0.655,1.26,15638.0,16297.0,16636.0
2020.0,1.0,18.0,23.0,14665.0,50452.0,2.404,0.573,1.262,15320.0,15638.0,16297.0
2020.0,1.0,19.0,0.0,14482.0,50452.0,2.391,0.516,1.263,14665.0,15320.0,15638.0
2020.0,1.0,19.0,1.0,14260.0,50452.0,2.34,0.44,1.264,14482.0,14665.0,15320.0
2020.0,1.0,19.0,2.0,13940.0,50452.0,2.28,0.386,1.265,14260.0,14482.0,14665.0
2020.0,1.0,19.0,3.0,13837.0,50452.0,2.242,0.37,1.266,13940.0,14260.0,14482.0
2020.0,1.0,19.0,4.0,13860.0,50452.0,2.186,0.347,1.267,13837.0,13940.0,14260.0
2020.0,1.0,19.0,5.0,13780.0,50452.0,2.135,0.33,1.268,13860.0,13837.0,13940.0
2020.0,1.0,19.0,6.0,13407.0,50452.0,2.139,0.338,1.269,13780.0,13860.0,13837.0
2020.0,1.0,19.0,7.0,13496.0,50452.0,2.266,0.555,1.269,13407.0,13780.0,13860.0
2020.0,1.0,19.0,8.0,12786.0,50452.0,2.595,1.241,1.269,13496.0,13407.0,13780.0
2020.0,1.0,19.0,9.0,12056.0,50452.0,2.695,2.01,1.268,12786.0,13496.0,13407.0
2020.0,1.0,19.0,10.0,10691.0,50452.0,2.801,2.728,1.266,12056.0,12786.0,13496.0
2020.0,1.0,19.0,11.0,10505.0,50452.0,2.978,3.338,1.264,10691.0,12056.0,12786.0
2020.0,1.0,19.0,12.0,10766.0,50452.0,3.05,3.689,1.262,10505.0,10691.0,12056.0
2020.0,1.0,19.0,13.0,10832.0,50452.0,2.83,3.683,1.262,10766.0,10505.0,10691.0
2020.0,1.0,19.0,14.0,10692.0,50452.0,1.972,2.907,1.263,10832.0,10766.0,10505.0
2020.0,1.0,19.0,15.0,11217.0,50452.0,1.537,1.344,1.265,10692.0,10832.0,10766.0
2020.0,1.0,19.0,16.0,11922.0,50452.0,1.64,0.795,1.267,11217.0,10692.0,10832.0
2020.0,1.0,19.0,17.0,11950.0,50452.0,1.736,0.561,1.269,11922.0,11217.0,10692.0
2020.0,1.0,19.0,18.0,11029.0,50452.0,1.838,0.428,1.272,11950.0,11922.0,11217.0
2020.0,1.0,19.0,19.0,9969.0,50452.0,1.857,0.361,1.274,11029.0,11950.0,11922.0
2020.0,1.0,19.0,20.0,8877.0,50452.0,1.787,0.344,1.277,9969.0,11029.0,11950.0
2020.0,1.0,19.0,21.0,8149.0,50452.0,1.651,0.292,1.279,8877.0,9969.0,11029.0
2020.0,1.0,19.0,22.0,7354.0,50452.0,1.565,0.221,1.28,8149.0,8877.0,9969.0
2020.0,1.0,19.0,23.0,6632.0,50452.0,1.592,0.207,1.282,7354.0,8149.0,8877.0
2020.0,1.0,20.0,0.0,5789.0,50452.0,1.61,0.192,1.283,6632.0,7354.0,8149.0
2020.0,1.0,20.0,1.0,5351.0,50452.0,1.644,0.133,1.285,5789.0,6632.0,7354.0
2020.0,1.0,20.0,2.0,5539.0,50452.0,1.676,0.051,1.286,5351.0,5789.0,6632.0
2020.0,1.0,20.0,3.0,5802.0,50452.0,1.69,0.007,1.287,5539.0,5351.0,5789.0
2020.0,1.0,20.0,4.0,5967.0,50452.0,1.649,-0.019,1.287,5802.0,5539.0,5351.0
2020.0,1.0,20.0,5.0,6257.0,50452.0,1.607,-0.032,1.288,5967.0,5802.0,5539.0
2020.0,1.0,20.0,6.0,6569.0,50452.0,1.572,-0.065,1.288,6257.0,5967.0,5802.0
2020.0,1.0,20.0,7.0,6379.0,50452.0,1.716,0.165,1.289,6569.0,6257.0,5967.0
2020.0,1.0,20.0,8.0,6566.0,50452.0,2.082,0.883,1.288,6379.0,6569.0,6257.0
2020.0,1.0,20.0,9.0,6583.0,50452.0,2.212,1.729,1.286,6566.0,6379.0,6569.0
2020.0,1.0,20.0,10.0,6111.0,50452.0,2.318,2.68,1.282,6583.0,6566.0,6379.0
2020.0,1.0,20.0,11.0,6391.0,50452.0,2.399,3.476,1.278,6111.0,6583.0,6566.0
2020.0,1.0,20.0,12.0,7130.0,50452.0,2.454,3.994,1.274,6391.0,6111.0,6583.0
2020.0,1.0,20.0,13.0,8254.0,50452.0,2.391,4.054,1.272,7130.0,6391.0,6111.0
2020.0,1.0,20.0,14.0,9114.0,50452.0,1.824,3.208,1.272,8254.0,7130.0,6391.0
2020.0,1.0,20.0,15.0,10245.0,50452.0,1.639,1.398,1.273,9114.0,8254.0,7130.0
2020.0,1.0,20.0,16.0,11905.0,50452.0,1.783,0.569,1.275,10245.0,9114.0,8254.0
2020.0,1.0,20.0,17.0,13447.0,50452.0,1.896,0.119,1.277,11905.0,10245.0,9114.0
2020.0,1.0,20.0,18.0,14678.0,50452.0,2.008,-0.297,1.28,13447.0,11905.0,10245.0
2020.0,1.0,20.0,19.0,15213.0,50452.0,2.103,-0.66,1.282,14678.0,13447.0,11905.0
2020.0,1.0,20.0,20.0,15782.0,50452.0,2.177,-0.952,1.283,15213.0,14678.0,13447.0
2020.0,1.0,20.0,21.0,16335.0,50452.0,2.214,-1.227,1.285,15782.0,15213.0,14678.0
2020.0,1.0,20.0,22.0,16345.0,50452.0,2.242,-1.469,1.286,16335.0,15782.0,15213.0
2020.0,1.0,20.0,23.0,17228.0,50452.0,2.298,-1.646,1.288,16345.0,16335.0,15782.0
2020.0,1.0,21.0,0.0,18088.0,50452.0,2.363,-1.797,1.289,17228.0,16345.0,16335.0
2020.0,1.0,21.0,1.0,18238.0,50452.0,2.444,-1.901,1.29,18088.0,17228.0,16345.0
2020.0,1.0,21.0,2.0,18300.0,50452.0,2.487,-1.993,1.29,18238.0,18088.0,17228.0
2020.0,1.0,21.0,3.0,19085.0,50452.0,2.504,-2.052,1.291,18300.0,18238.0,18088.0
2020.0,1.0,21.0,4.0,18852.0,50452.0,2.492,-2.112,1.291,19085.0,18300.0,18238.0
2020.0,1.0,21.0,5.0,19322.0,50452.0,2.471,-2.163,1.291,18852.0,19085.0,18300.0
2020.0,1.0,21.0,6.0,19557.0,50452.0,2.435,-2.214,1.291,19322.0,18852.0,19085.0
2020.0,1.0,21.0,7.0,18499.0,50452.0,2.507,-1.804,1.291,19557.0,19322.0,18852.0
2020.0,1.0,21.0,8.0,16520.0,50452.0,2.881,-0.444,1.289,18499.0,19557.0,19322.0
2020.0,1.0,21.0,9.0,14656.0,50452.0,2.917,0.886,1.284,16520.0,18499.0,19557.0
2020.0,1.0,21.0,10.0,12670.0,50452.0,2.922,2.228,1.278,14656.0,16520.0,18499.0
2020.0,1.0,21.0,11.0,11366.0,50452.0,2.924,3.199,1.273,12670.0,14656.0,16520.0
2020.0,1.0,21.0,12.0,10857.0,50452.0,2.806,3.624,1.269,11366.0,12670.0,14656.0
2020.0,1.0,21.0,13.0,10900.0,50452.0,2.497,3.451,1.268,10857.0,11366.0,12670.0
2020.0,1.0,21.0,14.0,11207.0,50452.0,1.827,2.174,1.268,10900.0,10857.0,11366.0
2020.0,1.0,21.0,15.0,11922.0,50452.0,1.733,0.164,1.27,11207.0,10900.0,10857.0
2020.0,1.0,21.0,16.0,13178.0,50452.0,1.867,-0.487,1.272,11922.0,11207.0,10900.0
2020.0,1.0,21.0,17.0,14361.0,50452.0,1.972,-0.677,1.274,13178.0,11922.0,11207.0
2020.0,1.0,21.0,18.0,14757.0,50452.0,2.043,-0.828,1.276,14361.0,13178.0,11922.0
2020.0,1.0,21.0,19.0,14565.0,50452.0,2.099,-0.979,1.277,14757.0,14361.0,13178.0
2020.0,1.0,21.0,20.0,14109.0,50452.0,2.179,-1.15,1.278,14565.0,14757.0,14361.0
2020.0,1.0,21.0,21.0,14191.0,50452.0,2.256,-1.274,1.279,14109.0,14565.0,14757.0
2020.0,1.0,21.0,22.0,14948.0,50452.0,2.343,-1.35,1.28,14191.0,14109.0,14565.0
2020.0,1.0,21.0,23.0,15314.0,50452.0,2.382,-1.396,1.28,14948.0,14191.0,14109.0
2020.0,1.0,22.0,3.0,15217.0,50452.0,2.547,-1.289,1.28,14813.0,15341.0,15199.0
2020.0,1.0,22.0,4.0,15251.0,50452.0,2.591,-1.24,1.28,15217.0,14813.0,15341.0
2020.0,1.0,22.0,5.0,15182.0,50452.0,2.595,-1.212,1.28,15251.0,15217.0,14813.0
2020.0,1.0,22.0,6.0,14546.0,50452.0,2.584,-1.172,1.28,15182.0,15251.0,15217.0
2020.0,1.0,22.0,7.0,14343.0,50452.0,2.607,-0.913,1.28,14546.0,15182.0,15251.0
2020.0,1.0,22.0,8.0,12824.0,50452.0,2.68,-0.143,1.278,14343.0,14546.0,15182.0
2020.0,1.0,22.0,9.0,11590.0,50452.0,2.691,0.775,1.275,12824.0,14343.0,14546.0
2020.0,1.0,22.0,10.0,10957.0,50452.0,2.675,1.618,1.271,11590.0,12824.0,14343.0
2020.0,1.0,22.0,11.0,10353.0,50452.0,2.661,2.302,1.267,10957.0,11590.0,12824.0
2020.0,1.0,22.0,12.0,9771.0,50452.0,2.633,2.716,1.265,10353.0,10957.0,11590.0
2020.0,1.0,22.0,13.0,8962.0,50452.0,2.443,2.73,1.264,9771.0,10353.0,10957.0
2020.0,1.0,22.0,14.0,7907.0,50452.0,1.979,2.195,1.264,8962.0,9771.0,10353.0
2020.0,1.0,22.0,15.0,7059.0,50452.0,1.555,0.969,1.265,7907.0,8962.0,9771.0
2020.0,1.0,22.0,16.0,6383.0,50452.0,1.492,0.401,1.267,7059.0,7907.0,8962.0
2020.0,1.0,22.0,17.0,5556.0,50452.0,1.415,0.184,1.269,6383.0,7059.0,7907.0
2020.0,1.0,22.0,18.0,4909.0,50452.0,1.344,0.062,1.27,5556.0,6383.0,7059.0
2020.0,1.0,22.0,19.0,4523.0,50452.0,1.295,-0.004,1.272,4909.0,5556.0,6383.0
2020.0,1.0,22.0,20.0,4133.0,50452.0,1.27,-0.05,1.273,4523.0,4909.0,5556.0
2020.0,1.0,22.0,21.0,3445.0,50452.0,1.25,-0.096,1.274,4133.0,4523.0,4909.0
2020.0,1.0,22.0,22.0,2733.0,50452.0,1.233,-0.151,1.274,3445.0,4133.0,4523.0
2020.0,1.0,22.0,23.0,2439.0,50452.0,1.267,-0.184,1.275,2733.0,3445.0,4133.0
2020.0,1.0,23.0,0.0,2176.0,50452.0,1.364,-0.21,1.275,2439.0,2733.0,3445.0
2020.0,1.0,23.0,1.0,2230.0,50452.0,1.453,-0.287,1.275,2176.0,2439.0,2733.0
2020.0,1.0,23.0,2.0,2670.0,50452.0,1.536,-0.389,1.275,2230.0,2176.0,2439.0
2020.0,1.0,23.0,3.0,3084.0,50452.0,1.563,-0.466,1.275,2670.0,2230.0,2176.0
2020.0,1.0,23.0,4.0,3384.0,50452.0,1.598,-0.526,1.275,3084.0,2670.0,2230.0
2020.0,1.0,23.0,5.0,3772.0,50452.0,1.644,-0.583,1.275,3384.0,3084.0,2670.0
2020.0,1.0,23.0,6.0,4054.0,50452.0,1.664,-0.672,1.275,3772.0,3384.0,3084.0
2020.0,1.0,23.0,7.0,4036.0,50452.0,1.833,-0.413,1.275,4054.0,3772.0,3384.0
2020.0,1.0,23.0,8.0,4049.0,50452.0,2.289,0.566,1.273,4036.0,4054.0,3772.0
2020.0,1.0,23.0,9.0,3923.0,50452.0,2.511,1.551,1.27,4049.0,4036.0,4054.0
2020.0,1.0,23.0,10.0,4101.0,50452.0,2.61,2.511,1.266,3923.0,4049.0,4036.0
2020.0,1.0,23.0,11.0,4728.0,50452.0,2.671,3.238,1.262,4101.0,3923.0,4049.0
2020.0,1.0,23.0,12.0,5383.0,50452.0,2.647,3.611,1.258,4728.0,4101.0,3923.0
2020.0,1.0,23.0,13.0,5671.0,50452.0,2.444,3.537,1.257,5383.0,4728.0,4101.0
2020.0,1.0,23.0,14.0,5703.0,50452.0,1.732,2.624,1.256,5671.0,5383.0,4728.0
2020.0,1.0,23.0,15.0,5931.0,50452.0,1.386,0.775,1.257,5703.0,5671.0,5383.0
2020.0,1.0,23.0,16.0,6159.0,50452.0,1.461,-0.034,1.259,5931.0,5703.0,5671.0
2020.0,1.0,23.0,17.0,6392.0,50452.0,1.499,-0.413,1.261,6159.0,5931.0,5703.0
2020.0,1.0,23.0,18.0,6078.0,50452.0,1.488,-0.807,1.262,6392.0,6159.0,5931.0
2020.0,1.0,23.0,19.0,5947.0,50452.0,1.47,-1.177,1.264,6078.0,6392.0,6159.0
2020.0,1.0,23.0,20.0,5874.0,50452.0,1.453,-1.538,1.266,5947.0,6078.0,6392.0
2020.0,1.0,23.0,21.0,5807.0,50452.0,1.481,-1.832,1.267,5874.0,5947.0,6078.0
2020.0,1.0,23.0,22.0,5922.0,50452.0,1.538,-2.05,1.268,5807.0,5874.0,5947.0
2020.0,1.0,23.0,23.0,6180.0,50452.0,1.61,-2.211,1.269,5922.0,5807.0,5874.0
2020.0,1.0,24.0,0.0,6229.0,50452.0,1.682,-2.318,1.27,6180.0,5922.0,5807.0
2020.0,1.0,24.0,1.0,6300.0,50452.0,1.759,-2.375,1.271,6229.0,6180.0,5922.0
2020.0,1.0,24.0,2.0,6600.0,50452.0,1.884,-2.363,1.272,6300.0,6229.0,6180.0
2020.0,1.0,24.0,3.0,7152.0,50452.0,2.014,-2.294,1.272,6600.0,6300.0,6229.0
2020.0,1.0,24.0,4.0,7832.0,50452.0,2.093,-2.232,1.272,7152.0,6600.0,6300.0
2020.0,1.0,24.0,5.0,8511.0,50452.0,2.136,-2.2,1.272,7832.0,7152.0,6600.0
2020.0,1.0,24.0,6.0,8775.0,50452.0,2.171,-2.191,1.272,8511.0,7832.0,7152.0
2020.0,1.0,24.0,7.0,8507.0,50452.0,2.382,-1.905,1.272,8775.0,8511.0,7832.0
2020.0,1.0,24.0,8.0,8204.0,50452.0,2.666,-0.991,1.27,8507.0,8775.0,8511.0
2020.0,1.0,24.0,9.0,7800.0,50452.0,2.791,0.112,1.266,8204.0,8507.0,8775.0
2020.0,1.0,24.0,10.0,7410.0,50452.0,2.858,1.136,1.262,7800.0,8204.0,8507.0
2020.0,1.0,24.0,11.0,7971.0,50452.0,2.899,1.953,1.257,7410.0,7800.0,8204.0
2020.0,1.0,24.0,12.0,8752.0,50452.0,2.87,2.429,1.254,7971.0,7410.0,7800.0
2020.0,1.0,24.0,13.0,9122.0,50452.0,2.646,2.395,1.252,8752.0,7971.0,7410.0
2020.0,1.0,24.0,14.0,9089.0,50452.0,1.947,1.531,1.252,9122.0,8752.0,7971.0
2020.0,1.0,24.0,15.0,9111.0,50452.0,1.552,0.063,1.254,9089.0,9122.0,8752.0
2020.0,1.0,24.0,16.0,9082.0,50452.0,1.7,-0.361,1.256,9111.0,9089.0,9122.0
2020.0,1.0,24.0,17.0,9207.0,50452.0,1.852,-0.419,1.257,9082.0,9111.0,9089.0
2020.0,1.0,24.0,18.0,9567.0,50452.0,1.944,-0.439,1.259,9207.0,9082.0,9111.0
2020.0,1.0,24.0,19.0,9554.0,50452.0,1.988,-0.454,1.26,9567.0,9207.0,9082.0
2020.0,1.0,24.0,20.0,9827.0,50452.0,2.033,-0.439,1.261,9554.0,9567.0,9207.0
2020.0,1.0,24.0,21.0,9864.0,50452.0,2.095,-0.413,1.261,9827.0,9554.0,9567.0
2020.0,1.0,24.0,22.0,9740.0,50452.0,2.102,-0.429,1.261,9864.0,9827.0,9554.0
2020.0,1.0,24.0,23.0,9499.0,50452.0,2.092,-0.453,1.261,9740.0,9864.0,9827.0
2020.0,1.0,25.0,0.0,9058.0,50452.0,2.04,-0.472,1.261,9499.0,9740.0,9864.0
2020.0,1.0,25.0,1.0,8708.0,50452.0,1.948,-0.493,1.261,9058.0,9499.0,9740.0
2020.0,1.0,25.0,2.0,8464.0,50452.0,1.872,-0.517,1.261,8708.0,9058.0,9499.0
2020.0,1.0,25.0,3.0,7902.0,50452.0,1.824,-0.555,1.261,8464.0,8708.0,9058.0
2020.0,1.0,25.0,4.0,7225.0,50452.0,1.794,-0.574,1.261,7902.0,8464.0,8708.0
