year,month,day,hour,DE_wind_generation_actual,DE_wind_capacity,DE_wind_speed,DE_temperature,DE_air_density
2015,1,1,0,8852.0,27913.0,2.307,-0.895,1.275
2015,1,1,1,9054.0,27913.0,2.347,-0.971,1.276
2015,1,1,2,9070.0,27913.0,2.394,-1.041,1.276
2015,1,1,3,9163.0,27913.0,2.396,-1.097,1.277
2015,1,1,4,9231.0,27913.0,2.42,-1.153,1.277
2015,1,1,5,9689.0,27913.0,2.405,-1.234,1.277
2015,1,1,6,10331.0,27913.0,2.425,-1.397,1.278
2015,1,1,7,10208.0,27913.0,2.515,-1.564,1.279
2015,1,1,8,10029.0,27913.0,2.907,-0.914,1.279
2015,1,1,9,10550.0,27913.0,3.248,0.099,1.277
2015,1,1,10,11390.0,27913.0,3.137,0.872,1.274
2015,1,1,11,12103.0,27913.0,3.055,1.46,1.269
2015,1,1,12,12505.0,27913.0,3.058,1.749,1.266
2015,1,1,13,11921.0,27913.0,2.977,1.632,1.265
2015,1,1,14,11851.0,27913.0,2.815,1.006,1.265
2015,1,1,15,13582.0,27913.0,2.951,0.165,1.267
2015,1,1,16,15436.0,27913.0,3.296,-0.164,1.268
2015,1,1,17,16868.0,27913.0,3.583,-0.31,1.269
2015,1,1,18,18008.0,27913.0,3.83,-0.405,1.27
2015,1,1,19,19181.0,27913.0,4.082,-0.458,1.27
2015,1,1,20,20353.0,27913.0,4.335,-0.505,1.27
2015,1,1,21,21235.0,27913.0,4.527,-0.531,1.269
2015,1,1,22,22083.0,27913.0,4.784,-0.517,1.268
2015,1,1,23,22472.0,27926.0,5.015,-0.524,1.268
2015,1,2,0,23434.0,27926.0,5.213,-0.517,1.266
2015,1,2,1,24248.0,27926.0,5.431,-0.46,1.265
2015,1,2,2,25034.0,27926.0,5.652,-0.358,1.263
2015,1,2,3,25721.0,27926.0,5.876,-0.248,1.262
2015,1,2,4,26172.0,27926.0,6.088,-0.128,1.26
2015,1,2,5,26355.0,27926.0,6.259,0.044,1.258
2015,1,2,6,26193.0,27926.0,6.307,0.289,1.256
2015,1,2,7,26590.0,27926.0,6.336,0.669,1.255
2015,1,2,8,25934.0,27926.0,6.384,1.359,1.253
2015,1,2,9,25641.0,27926.0,6.35,2.138,1.25
2015,1,2,10,25810.0,27926.0,6.295,2.831,1.247
2015,1,2,11,25642.0,27926.0,6.261,3.289,1.245
2015,1,2,12,25795.0,27926.0,6.131,3.458,1.244
2015,1,2,13,25297.0,27926.0,5.964,3.348,1.244
2015,1,2,14,24982.0,27926.0,5.732,2.952,1.246
2015,1,2,15,24719.0,27926.0,5.656,2.547,1.249
2015,1,2,16,24301.0,27926.0,5.695,2.38,1.25
2015,1,2,17,25010.0,27926.0,5.711,2.292,1.252
2015,1,2,18,24783.0,27926.0,5.67,2.181,1.254
2015,1,2,19,24279.0,27926.0,5.625,2.053,1.255
2015,1,2,20,24366.0,27926.0,5.558,1.917,1.256
2015,1,2,21,24546.0,27926.0,5.592,1.798,1.257
2015,1,2,22,24626.0,27926.0,5.644,1.703,1.258
2015,1,2,23,24076.0,27926.0,5.625,1.597,1.259
2015,1,3,0,23277.0,27926.0,5.489,1.436,1.26
2015,1,3,1,22117.0,27926.0,5.262,1.274,1.26
2015,1,3,2,20918.0,27926.0,4.95,1.098,1.261
2015,1,3,3,20291.0,27926.0,4.651,0.836,1.262
2015,1,3,4,20508.0,27926.0,4.395,0.547,1.262
2015,1,3,5,21327.0,27926.0,4.355,0.344,1.262
2015,1,3,6,21946.0,27926.0,4.447,0.204,1.262
2015,1,3,7,22980.0,27926.0,4.559,0.166,1.262
2015,1,3,8,23419.0,27926.0,4.743,0.558,1.26
2015,1,3,9,23097.0,27926.0,4.766,1.094,1.257
2015,1,3,10,23230.0,27926.0,4.73,1.463,1.255
2015,1,3,11,22829.0,27926.0,4.654,1.672,1.252
2015,1,3,12,21174.0,27926.0,4.508,1.757,1.249
2015,1,3,13,19464.0,27926.0,4.268,1.697,1.247
2015,1,3,14,17468.0,27926.0,3.892,1.404,1.246
2015,1,3,15,16038.0,27926.0,3.651,0.973,1.246
2015,1,3,16,15378.0,27926.0,3.61,0.844,1.245
2015,1,3,17,14449.0,27926.0,3.663,0.805,1.245
2015,1,3,18,12946.0,27926.0,3.779,0.858,1.244
2015,1,3,19,13871.0,27926.0,3.91,0.834,1.244
2015,1,3,20,15216.0,27926.0,4.072,0.75,1.245
2015,1,3,21,15811.0,27926.0,4.184,0.721,1.247
2015,1,3,22,17337.0,27926.0,4.309,0.609,1.249
2015,1,3,23,17864.0,27926.0,4.379,0.452,1.251
2015,1,4,0,18736.0,27926.0,4.45,0.369,1.253
2015,1,4,1,18898.0,27926.0,4.491,0.302,1.255
2015,1,4,2,18966.0,27926.0,4.508,0.244,1.257
2015,1,4,3,19098.0,27926.0,4.411,0.163,1.258
2015,1,4,4,18750.0,27926.0,4.311,0.089,1.259
2015,1,4,5,18627.0,27926.0,4.239,0.026,1.26
2015,1,4,6,17995.0,27926.0,4.225,-0.016,1.261
2015,1,4,7,17961.0,27926.0,4.294,0.034,1.262
2015,1,4,8,17248.0,27926.0,4.53,0.502,1.262
2015,1,4,9,16822.0,27926.0,4.668,1.184,1.262
2015,1,4,10,16905.0,27926.0,4.749,1.812,1.26
2015,1,4,11,16848.0,27926.0,4.756,2.272,1.258
2015,1,4,12,16658.0,27926.0,4.717,2.491,1.257
2015,1,4,13,16118.0,27926.0,4.529,2.387,1.256
2015,1,4,14,15084.0,27926.0,4.13,1.783,1.258
2015,1,4,15,14160.0,27926.0,3.796,0.736,1.261
2015,1,4,16,13715.0,27926.0,3.69,0.194,1.264
2015,1,4,17,13750.0,27926.0,3.643,-0.077,1.266
2015,1,4,18,14251.0,27926.0,3.6,-0.243,1.268
2015,1,4,19,14132.0,27926.0,3.608,-0.303,1.27
2015,1,4,20,13069.0,27926.0,3.577,-0.351,1.271
2015,1,4,21,12458.0,27926.0,3.56,-0.392,1.273
2015,1,4,22,12453.0,27926.0,3.54,-0.439,1.273
2015,1,4,23,12321.0,27939.0,3.493,-0.507,1.274
2015,1,5,0,12279.0,27939.0,3.453,-0.579,1.274
2015,1,5,1,12660.0,27939.0,3.443,-0.66,1.274
2015,1,5,2,12763.0,27939.0,3.455,-0.79,1.274
2015,1,5,3,13547.0,27939.0,3.479,-0.97,1.274
2015,1,5,4,14853.0,27939.0,3.516,-1.179,1.275
2015,1,5,5,15410.0,27939.0,3.597,-1.417,1.275
2015,1,5,6,15314.0,27939.0,3.693,-1.619,1.276
2015,1,5,7,15190.0,27939.0,3.719,-1.739,1.276
2015,1,5,8,14611.0,27939.0,3.927,-1.152,1.276
2015,1,5,9,13642.0,27939.0,4.114,-0.134,1.273
2015,1,5,10,12310.0,27939.0,4.133,0.744,1.269
2015,1,5,11,11118.0,27939.0,3.948,1.381,1.265
2015,1,5,12,9794.0,27939.0,3.642,1.712,1.262
2015,1,5,13,7868.0,27939.0,3.096,1.701,1.261
2015,1,5,14,6205.0,27939.0,2.422,0.874,1.261
2015,1,5,15,5077.0,27939.0,2.144,-0.565,1.262
2015,1,5,16,4507.0,27939.0,2.043,-1.2,1.263
2015,1,5,17,4236.0,27939.0,1.916,-1.464,1.264
2015,1,5,18,3924.0,27939.0,1.814,-1.631,1.265
2015,1,5,19,3186.0,27939.0,1.722,-1.76,1.266
2015,1,5,20,2637.0,27939.0,1.615,-1.878,1.266
2015,1,5,21,2108.0,27939.0,1.516,-2.009,1.267
2015,1,5,22,1810.0,27939.0,1.427,-2.169,1.268
2015,1,5,23,1491.0,27950.0,1.345,-2.337,1.268
2015,1,6,0,1171.0,27950.0,1.26,-2.492,1.269
2015,1,6,1,907.0,27950.0,1.182,-2.608,1.269
2015,1,6,2,840.0,27950.0,1.161,-2.726,1.27
2015,1,6,3,916.0,27950.0,1.19,-2.861,1.27
2015,1,6,4,1102.0,27950.0,1.246,-3.026,1.27
2015,1,6,5,1433.0,27950.0,1.355,-3.204,1.271
2015,1,6,6,1793.0,27950.0,1.518,-3.399,1.271
2015,1,6,7,2181.0,27950.0,1.726,-3.487,1.272
2015,1,6,8,2622.0,27950.0,2.139,-2.342,1.271
2015,1,6,9,3065.0,27950.0,2.514,-0.727,1.269
2015,1,6,10,3437.0,27950.0,2.663,0.456,1.265
2015,1,6,11,3409.0,27950.0,2.706,1.238,1.26
2015,1,6,12,3773.0,27950.0,2.68,1.584,1.257
2015,1,6,13,4349.0,27950.0,2.369,1.371,1.256
2015,1,6,14,5189.0,27950.0,2.079,0.111,1.257
2015,1,6,15,6674.0,27950.0,2.343,-1.399,1.259
2015,1,6,16,8121.0,27950.0,2.716,-1.91,1.261
2015,1,6,17,9376.0,27950.0,2.922,-2.065,1.263
2015,1,6,18,9575.0,27950.0,3.031,-2.155,1.265
2015,1,6,19,9714.0,27950.0,3.092,-2.244,1.267
2015,1,6,20,9263.0,27950.0,3.14,-2.323,1.268
2015,1,6,21,9666.0,27950.0,3.171,-2.374,1.268
2015,1,6,22,9524.0,27950.0,3.175,-2.365,1.268
2015,1,6,23,9127.0,27957.0,3.122,-2.303,1.268
2015,1,7,0,8514.0,27957.0,3.06,-2.147,1.268
2015,1,7,1,8188.0,27957.0,3.021,-1.921,1.267
2015,1,7,2,8711.0,27957.0,2.981,-1.672,1.267
2015,1,7,3,8753.0,27957.0,2.997,-1.389,1.266
2015,1,7,4,8452.0,27957.0,2.983,-1.092,1.265
2015,1,7,5,8458.0,27957.0,2.934,-0.773,1.264
2015,1,7,6,8066.0,27957.0,2.878,-0.455,1.263
2015,1,7,7,7725.0,27957.0,2.919,-0.105,1.263
2015,1,7,8,7299.0,27957.0,3.219,0.577,1.262
2015,1,7,9,7114.0,27957.0,3.319,1.231,1.261
2015,1,7,10,7229.0,27957.0,3.282,1.76,1.259
2015,1,7,11,7460.0,27957.0,3.274,2.211,1.257
2015,1,7,12,7775.0,27957.0,3.143,2.426,1.255
2015,1,7,13,7330.0,27957.0,2.816,2.323,1.255
2015,1,7,14,7095.0,27957.0,2.365,1.687,1.256
2015,1,7,15,7546.0,27957.0,2.278,0.721,1.258
2015,1,7,16,8698.0,27957.0,2.468,0.355,1.259
2015,1,7,17,10209.0,27957.0,2.655,0.164,1.261
2015,1,7,18,11382.0,27957.0,2.921,0.012,1.263
2015,1,7,19,12803.0,27957.0,3.124,-0.093,1.264
2015,1,7,20,14009.0,27957.0,3.277,-0.194,1.265
2015,1,7,21,14561.0,27957.0,3.337,-0.268,1.265
2015,1,7,22,14790.0,27957.0,3.427,-0.305,1.265
2015,1,7,23,15037.0,27966.0,3.556,-0.275,1.264
2015,1,8,0,15807.0,27966.0,3.664,-0.165,1.263
2015,1,8,1,16449.0,27966.0,3.817,0.023,1.262
2015,1,8,2,16695.0,27966.0,4.004,0.271,1.261
2015,1,8,3,16787.0,27966.0,4.147,0.516,1.259
2015,1,8,4,16751.0,27966.0,4.274,0.773,1.257
2015,1,8,5,17496.0,27966.0,4.382,1.053,1.255
2015,1,8,6,18076.0,27966.0,4.432,1.308,1.254
2015,1,8,7,18039.0,27966.0,4.486,1.591,1.252
2015,1,8,8,18177.0,27966.0,4.534,2.039,1.251
2015,1,8,9,18094.0,27966.0,4.58,2.528,1.248
2015,1,8,10,17924.0,27966.0,4.623,3.0,1.245
2015,1,8,11,17249.0,27966.0,4.669,3.407,1.242
2015,1,8,12,16601.0,27966.0,4.616,3.652,1.24
2015,1,8,13,16519.0,27966.0,4.501,3.728,1.238
2015,1,8,14,15881.0,27966.0,4.479,3.666,1.237
2015,1,8,15,16707.0,27966.0,4.561,3.545,1.237
2015,1,8,16,16975.0,27966.0,4.75,3.479,1.237
2015,1,8,17,18201.0,27966.0,4.962,3.411,1.237
2015,1,8,18,19836.0,27966.0,5.166,3.33,1.239
2015,1,8,19,21336.0,27966.0,5.306,3.226,1.24
2015,1,8,20,22571.0,27966.0,5.408,3.103,1.242
2015,1,8,21,22747.0,27966.0,5.57,3.006,1.244
2015,1,8,22,22911.0,27966.0,5.593,2.948,1.246
2015,1,8,23,22489.0,27972.0,5.432,2.884,1.248
2015,1,9,0,22208.0,27972.0,5.247,2.84,1.249
2015,1,9,1,22583.0,27972.0,5.138,2.824,1.249
2015,1,9,2,23691.0,27972.0,5.186,2.837,1.249
2015,1,9,3,25057.0,27972.0,5.479,2.955,1.248
2015,1,9,4,26415.0,27972.0,5.899,3.108,1.245
2015,1,9,5,27400.0,27972.0,6.539,3.236,1.242
2015,1,9,6,28102.0,27972.0,7.376,3.436,1.239
2015,1,9,7,28930.0,27972.0,8.024,3.749,1.236
2015,1,9,8,29704.0,27972.0,8.569,4.321,1.232
2015,1,9,9,29755.0,27972.0,8.796,4.933,1.228
2015,1,9,10,29097.0,27972.0,8.906,5.516,1.225
2015,1,9,11,29389.0,27972.0,8.856,5.994,1.222
2015,1,9,12,29671.0,27972.0,8.728,6.308,1.22
2015,1,9,13,29948.0,27972.0,8.509,6.498,1.218
2015,1,9,14,30155.0,27972.0,8.237,6.575,1.218
2015,1,9,15,30151.0,27972.0,8.101,6.603,1.217
2015,1,9,16,29928.0,27972.0,7.878,6.641,1.217
2015,1,9,17,28857.0,27972.0,7.642,6.619,1.217
2015,1,9,18,27610.0,27972.0,7.475,6.505,1.217
2015,1,9,19,26129.0,27972.0,7.205,6.359,1.218
2015,1,9,20,23946.0,27972.0,6.952,6.236,1.218
2015,1,9,21,21901.0,27972.0,6.825,6.236,1.217
2015,1,9,22,21036.0,27972.0,6.814,6.497,1.215
2015,1,9,23,20066.0,27972.0,6.901,6.975,1.212
2015,1,10,0,20244.0,27972.0,6.991,7.534,1.209
2015,1,10,1,20546.0,27972.0,7.052,8.029,1.206
2015,1,10,2,21921.0,27972.0,7.091,8.424,1.204
2015,1,10,3,23217.0,27972.0,7.223,8.828,1.202
2015,1,10,4,24259.0,27972.0,7.335,9.195,1.2
2015,1,10,5,26163.0,27972.0,7.482,9.503,1.199
2015,1,10,6,27333.0,27972.0,7.71,9.767,1.197
2015,1,10,7,28275.0,27972.0,7.991,9.977,1.196
2015,1,10,8,28573.0,27972.0,8.383,10.21,1.195
2015,1,10,9,28972.0,27972.0,8.752,10.452,1.194
2015,1,10,10,29416.0,27972.0,9.179,10.68,1.192
2015,1,10,11,29437.0,27972.0,9.64,10.821,1.191
2015,1,10,12,29058.0,27972.0,9.938,10.831,1.19
2015,1,10,13,28893.0,27972.0,10.013,10.641,1.19
2015,1,10,14,28518.0,27972.0,9.878,10.169,1.192
2015,1,10,15,28528.0,27972.0,9.556,9.354,1.197
2015,1,10,16,28306.0,27972.0,9.066,8.446,1.202
2015,1,10,17,27903.0,27972.0,8.576,7.573,1.207
2015,1,10,18,27538.0,27972.0,8.024,6.697,1.212
2015,1,10,19,26991.0,27972.0,7.53,5.869,1.217
2015,1,10,20,26413.0,27972.0,7.08,5.15,1.221
2015,1,10,21,25282.0,27972.0,6.749,4.522,1.224
2015,1,10,22,24714.0,27972.0,6.463,3.97,1.226
2015,1,10,23,24177.0,27972.0,6.133,3.445,1.229
2015,1,11,0,23990.0,27972.0,5.816,2.957,1.231
2015,1,11,1,23304.0,27972.0,5.585,2.549,1.232
2015,1,11,2,23096.0,27972.0,5.443,2.201,1.234
2015,1,11,3,23358.0,27972.0,5.407,1.904,1.235
2015,1,11,4,23626.0,27972.0,5.506,1.637,1.237
2015,1,11,5,24642.0,27972.0,5.677,1.414,1.238
2015,1,11,6,25338.0,27972.0,5.921,1.282,1.239
2015,1,11,7,26313.0,27972.0,6.213,1.302,1.24
2015,1,11,8,26486.0,27972.0,6.658,1.716,1.24
2015,1,11,9,27234.0,27972.0,7.182,2.262,1.239
2015,1,11,10,27728.0,27972.0,7.629,2.716,1.237
2015,1,11,11,28164.0,27972.0,7.877,2.977,1.236
2015,1,11,12,28334.0,27972.0,7.91,3.039,1.236
2015,1,11,13,28516.0,27972.0,7.78,2.934,1.236
2015,1,11,14,28205.0,27972.0,7.525,2.636,1.237
2015,1,11,15,27910.0,27972.0,7.295,2.277,1.239
2015,1,11,16,28319.0,27972.0,7.234,2.143,1.24
2015,1,11,17,28254.0,27972.0,7.202,2.125,1.241
2015,1,11,18,28342.0,27972.0,7.145,2.15,1.242
2015,1,11,19,27719.0,27972.0,7.064,2.212,1.243
2015,1,11,20,26743.0,27972.0,6.967,2.29,1.243
2015,1,11,21,25379.0,27972.0,6.807,2.353,1.243
2015,1,11,22,24797.0,27972.0,6.579,2.411,1.244
2015,1,11,23,24581.0,27976.0,6.367,2.492,1.244
2015,1,12,0,24303.0,27976.0,6.216,2.598,1.243
2015,1,12,1,23316.0,27976.0,6.077,2.721,1.243
2015,1,12,2,22426.0,27976.0,5.996,2.861,1.242
2015,1,12,3,22173.0,27976.0,5.913,3.002,1.241
2015,1,12,4,22966.0,27976.0,5.902,3.112,1.24
2015,1,12,5,24759.0,27976.0,6.021,3.197,1.24
2015,1,12,6,25598.0,27976.0,6.183,3.266,1.239
2015,1,12,7,26158.0,27976.0,6.381,3.357,1.239
2015,1,12,8,26580.0,27976.0,6.691,3.598,1.238
2015,1,12,9,27864.0,27976.0,6.964,3.923,1.236
2015,1,12,10,28664.0,27976.0,7.126,4.28,1.234
2015,1,12,11,28914.0,27976.0,7.276,4.592,1.232
2015,1,12,12,29011.0,27976.0,7.27,4.772,1.23
2015,1,12,13,28920.0,27976.0,7.162,4.788,1.229
2015,1,12,14,28964.0,27976.0,6.963,4.675,1.229
2015,1,12,15,28393.0,27976.0,6.729,4.446,1.228
2015,1,12,16,27912.0,27976.0,6.639,4.356,1.228
2015,1,12,17,27768.0,27976.0,6.513,4.33,1.228
2015,1,12,18,28101.0,27976.0,6.351,4.281,1.228
2015,1,12,19,28060.0,27976.0,6.133,4.177,1.228
2015,1,12,20,27659.0,27976.0,5.96,4.065,1.227
2015,1,12,21,26143.0,27976.0,5.774,3.989,1.227
2015,1,12,22,24408.0,27976.0,5.578,3.911,1.227
2015,1,12,23,22772.0,27982.0,5.408,3.822,1.227
2015,1,13,0,21349.0,27982.0,5.239,3.688,1.227
2015,1,13,1,20290.0,27982.0,5.164,3.573,1.227
2015,1,13,2,20158.0,27982.0,5.167,3.501,1.226
2015,1,13,3,20926.0,27982.0,5.109,3.451,1.226
2015,1,13,4,21995.0,27982.0,5.156,3.465,1.225
2015,1,13,5,23468.0,27982.0,5.281,3.492,1.224
2015,1,13,6,24427.0,27982.0,5.397,3.506,1.223
2015,1,13,7,25374.0,27982.0,5.598,3.765,1.223
2015,1,13,8,25191.0,27982.0,5.896,4.853,1.221
2015,1,13,9,25284.0,27982.0,6.058,6.124,1.217
2015,1,13,10,25051.0,27982.0,6.145,7.342,1.212
2015,1,13,11,24225.0,27982.0,6.201,8.298,1.207
2015,1,13,12,22924.0,27982.0,6.119,8.78,1.203
2015,1,13,13,22135.0,27982.0,5.861,8.634,1.202
2015,1,13,14,21597.0,27982.0,5.521,7.816,1.202
2015,1,13,15,20710.0,27982.0,5.236,6.775,1.204
2015,1,13,16,19791.0,27982.0,5.132,6.367,1.207
2015,1,13,17,19299.0,27982.0,5.008,6.153,1.208
2015,1,13,18,18779.0,27982.0,4.836,5.973,1.21
2015,1,13,19,17763.0,27982.0,4.744,5.849,1.211
2015,1,13,20,18305.0,27982.0,4.654,5.712,1.212
2015,1,13,21,18439.0,27982.0,4.575,5.541,1.213
2015,1,13,22,17690.0,27982.0,4.43,5.344,1.214
2015,1,13,23,16563.0,27988.0,4.323,5.175,1.215
2015,1,14,0,15740.0,27988.0,4.178,5.018,1.215
2015,1,14,1,14702.0,27988.0,4.116,4.878,1.216
2015,1,14,2,14770.0,27988.0,4.164,4.745,1.216
2015,1,14,3,15447.0,27988.0,4.415,4.558,1.217
2015,1,14,4,16940.0,27988.0,4.735,4.315,1.219
2015,1,14,5,18838.0,27988.0,4.974,4.073,1.221
2015,1,14,6,21319.0,27988.0,5.045,3.772,1.224
2015,1,14,7,22069.0,27988.0,5.116,3.608,1.226
2015,1,14,8,21945.0,27988.0,5.358,3.869,1.227
2015,1,14,9,21384.0,27988.0,5.647,4.255,1.227
2015,1,14,10,21012.0,27988.0,5.89,4.654,1.226
2015,1,14,11,20699.0,27988.0,5.852,4.955,1.225
2015,1,14,12,19065.0,27988.0,5.637,4.951,1.224
2015,1,14,13,16710.0,27988.0,5.257,4.587,1.224
2015,1,14,14,14665.0,27988.0,4.845,3.837,1.226
2015,1,14,15,14449.0,27988.0,4.708,3.072,1.229
2015,1,14,16,14363.0,27988.0,4.707,2.758,1.232
2015,1,14,17,14342.0,27988.0,4.645,2.464,1.235
2015,1,14,18,14373.0,27988.0,4.491,2.031,1.238
2015,1,14,19,14883.0,27988.0,4.277,1.554,1.241
2015,1,14,20,15073.0,27988.0,4.105,1.109,1.243
2015,1,14,21,15000.0,27988.0,3.955,0.765,1.245
2015,1,14,22,14667.0,27988.0,3.796,0.548,1.246
2015,1,14,23,14527.0,27988.0,3.712,0.485,1.246
2015,1,15,0,14660.0,27988.0,3.727,0.485,1.246
2015,1,15,1,15388.0,27988.0,3.873,0.515,1.245
2015,1,15,2,16880.0,27988.0,4.145,0.567,1.243
2015,1,15,3,18635.0,27988.0,4.446,0.7,1.241
2015,1,15,4,20539.0,27988.0,4.826,0.989,1.239
2015,1,15,5,22670.0,27988.0,5.168,1.335,1.236
2015,1,15,6,23729.0,27988.0,5.451,1.668,1.234
2015,1,15,7,24792.0,27988.0,5.652,2.029,1.232
2015,1,15,8,25156.0,27988.0,5.898,2.762,1.229
2015,1,15,9,25604.0,27988.0,6.153,3.662,1.225
2015,1,15,10,25904.0,27988.0,6.273,4.542,1.22
2015,1,15,11,26189.0,27988.0,6.278,5.333,1.215
2015,1,15,12,25360.0,27988.0,6.167,5.943,1.211
2015,1,15,13,24938.0,27988.0,5.981,6.242,1.209
2015,1,15,14,24876.0,27988.0,5.7,6.024,1.207
2015,1,15,15,24851.0,27988.0,5.553,5.433,1.207
2015,1,15,16,24740.0,27988.0,5.585,5.215,1.208
2015,1,15,17,25439.0,27988.0,5.576,5.09,1.208
2015,1,15,18,26233.0,27988.0,5.546,4.979,1.209
2015,1,15,19,25816.0,27988.0,5.457,4.877,1.209
2015,1,15,20,25149.0,27988.0,5.324,4.753,1.21
2015,1,15,21,23866.0,27988.0,5.215,4.647,1.211
2015,1,15,22,23076.0,27988.0,5.009,4.478,1.212
2015,1,15,23,21981.0,28004.0,4.733,4.233,1.213
2015,1,16,0,21120.0,28004.0,4.46,3.992,1.215
2015,1,16,1,21067.0,28004.0,4.295,3.804,1.216
2015,1,16,2,20426.0,28004.0,4.151,3.619,1.217
2015,1,16,3,19524.0,28004.0,4.015,3.438,1.218
2015,1,16,4,18648.0,28004.0,3.832,3.258,1.22
2015,1,16,5,17529.0,28004.0,3.618,3.051,1.221
2015,1,16,6,16527.0,28004.0,3.361,2.835,1.222
2015,1,16,7,15430.0,28004.0,3.188,2.851,1.223
2015,1,16,8,13551.0,28004.0,3.327,3.735,1.223
2015,1,16,9,12074.0,28004.0,3.476,4.586,1.222
2015,1,16,10,10710.0,28004.0,3.386,5.21,1.22
2015,1,16,11,8943.0,28004.0,3.223,5.615,1.218
2015,1,16,12,7502.0,28004.0,2.894,5.687,1.217
2015,1,16,13,5676.0,28004.0,2.429,5.353,1.217
2015,1,16,14,4293.0,28004.0,1.923,4.555,1.217
2015,1,16,15,3698.0,28004.0,1.738,3.546,1.219
2015,1,16,16,4124.0,28004.0,1.798,3.182,1.22
2015,1,16,17,4319.0,28004.0,1.759,2.929,1.222
2015,1,16,18,4382.0,28004.0,1.746,2.67,1.223
2015,1,16,19,4206.0,28004.0,1.75,2.397,1.225
2015,1,16,20,4166.0,28004.0,1.752,2.166,1.227
2015,1,16,21,3891.0,28004.0,1.784,1.971,1.228
2015,1,16,22,3667.0,28004.0,1.855,1.803,1.23
2015,1,16,23,3850.0,28007.0,1.955,1.649,1.231
2015,1,17,0,4134.0,28007.0,2.042,1.514,1.233
2015,1,17,1,4536.0,28007.0,2.124,1.373,1.234
2015,1,17,2,4863.0,28007.0,2.253,1.227,1.235
2015,1,17,3,5187.0,28007.0,2.353,1.089,1.237
2015,1,17,4,5365.0,28007.0,2.425,0.959,1.238
2015,1,17,5,5589.0,28007.0,2.44,0.841,1.24
2015,1,17,6,5764.0,28007.0,2.386,0.709,1.241
2015,1,17,7,6303.0,28007.0,2.381,0.694,1.243
2015,1,17,8,6179.0,28007.0,2.716,1.169,1.244
2015,1,17,9,5621.0,28007.0,2.867,1.731,1.244
2015,1,17,10,5094.0,28007.0,2.911,2.414,1.242
2015,1,17,11,5023.0,28007.0,2.921,3.026,1.239
2015,1,17,12,5365.0,28007.0,2.82,3.32,1.238
2015,1,17,13,5294.0,28007.0,2.459,3.181,1.238
2015,1,17,14,4416.0,28007.0,1.614,2.236,1.239
2015,1,17,15,4227.0,28007.0,1.385,0.652,1.241
2015,1,17,16,5131.0,28007.0,1.495,0.04,1.243
2015,1,17,17,6379.0,28007.0,1.588,-0.358,1.245
2015,1,17,18,6909.0,28007.0,1.668,-0.765,1.247
2015,1,17,19,6897.0,28007.0,1.744,-1.128,1.249
2015,1,17,20,7364.0,28007.0,1.832,-1.408,1.251
2015,1,17,21,7493.0,28007.0,1.924,-1.614,1.253
2015,1,17,22,7268.0,28007.0,2.008,-1.81,1.255
2015,1,17,23,7316.0,28013.0,2.104,-1.943,1.256
2015,1,18,0,7422.0,28013.0,2.193,-1.988,1.257
2015,1,18,1,7365.0,28013.0,2.317,-1.974,1.258
2015,1,18,2,7700.0,28013.0,2.41,-1.944,1.259
2015,1,18,3,7837.0,28013.0,2.444,-1.856,1.26
2015,1,18,4,7747.0,28013.0,2.489,-1.791,1.26
2015,1,18,5,7589.0,28013.0,2.536,-1.783,1.26
2015,1,18,6,7844.0,28013.0,2.564,-1.82,1.26
2015,1,18,7,7291.0,28013.0,2.683,-1.602,1.26
2015,1,18,8,6644.0,28013.0,2.94,-0.63,1.258
2015,1,18,9,5865.0,28013.0,3.079,0.549,1.254
2015,1,18,10,5230.0,28013.0,3.254,1.601,1.249
2015,1,18,11,4785.0,28013.0,3.278,2.271,1.245
2015,1,18,12,4182.0,28013.0,3.132,2.53,1.243
2015,1,18,13,3714.0,28013.0,2.679,2.312,1.242
2015,1,18,14,3351.0,28013.0,1.9,1.182,1.243
2015,1,18,15,3233.0,28013.0,1.687,-0.553,1.244
2015,1,18,16,3478.0,28013.0,1.87,-1.131,1.246
2015,1,18,17,3991.0,28013.0,1.974,-1.432,1.248
2015,1,18,18,4124.0,28013.0,2.001,-1.749,1.25
2015,1,18,19,3977.0,28013.0,1.97,-2.065,1.252
2015,1,18,20,3834.0,28013.0,1.928,-2.348,1.254
2015,1,18,21,3607.0,28013.0,1.916,-2.54,1.255
2015,1,18,22,3377.0,28013.0,1.896,-2.67,1.256
2015,1,18,23,3028.0,28016.0,1.835,-2.79,1.257
2015,1,19,0,2542.0,28016.0,1.766,-2.852,1.257
2015,1,19,1,2111.0,28016.0,1.697,-2.892,1.258
2015,1,19,2,1746.0,28016.0,1.605,-2.896,1.258
2015,1,19,3,1425.0,28016.0,1.539,-2.834,1.258
2015,1,19,4,1256.0,28016.0,1.495,-2.727,1.258
2015,1,19,5,1346.0,28016.0,1.471,-2.637,1.258
2015,1,19,6,1539.0,28016.0,1.47,-2.577,1.258
2015,1,19,7,1631.0,28016.0,1.619,-2.197,1.258
2015,1,19,8,1465.0,28016.0,2.035,-0.957,1.256
2015,1,19,9,1201.0,28016.0,2.187,0.204,1.252
2015,1,19,10,908.0,28016.0,2.183,1.166,1.248
2015,1,19,11,769.0,28016.0,2.09,1.827,1.244
2015,1,19,12,742.0,28016.0,1.857,2.042,1.242
2015,1,19,13,722.0,28016.0,1.371,1.735,1.241
