utc_timestamp,DE_wind_generation_actual,DE_wind_capacity,DE_wind_offshore_capacity,DE_wind_onshore_capacity,DE_wind_profile,DE_wind_offshore_profile,DE_wind_onshore_profile
2015-01-11T18:00:00Z,28342.0,27972.0,675.0,27296.0,1.0132,0.7158,1.0206
2015-01-11T19:00:00Z,27719.0,27972.0,675.0,27296.0,0.9909,0.7186,0.9977
2015-01-11T20:00:00Z,26743.0,27972.0,675.0,27296.0,0.956,0.7198,0.962
2015-01-11T21:00:00Z,25379.0,27972.0,675.0,27296.0,0.9073,0.7216,0.9119
2015-01-11T22:00:00Z,24797.0,27972.0,675.0,27296.0,0.8865,0.7201,0.8906
2015-01-11T23:00:00Z,24581.0,27976.0,675.0,27301.0,0.8786,0.7275,0.8824
2015-01-12T00:00:00Z,24303.0,27976.0,675.0,27301.0,0.8687,0.7293,0.8722
2015-01-12T01:00:00Z,23316.0,27976.0,675.0,27301.0,0.8334,0.7288,0.836
2015-01-12T02:00:00Z,22426.0,27976.0,675.0,27301.0,0.8016,0.7291,0.8034
2015-01-12T03:00:00Z,22173.0,27976.0,675.0,27301.0,0.7926,0.7302,0.7941
2015-01-12T04:00:00Z,22966.0,27976.0,675.0,27301.0,0.8209,0.7293,0.8232
2015-01-12T05:00:00Z,24759.0,27976.0,675.0,27301.0,0.885,0.7249,0.8889
2015-01-12T06:00:00Z,25598.0,27976.0,675.0,27301.0,0.915,0.7258,0.9197
2015-01-12T07:00:00Z,26158.0,27976.0,675.0,27301.0,0.935,0.7216,0.9402
2015-01-12T08:00:00Z,26580.0,27976.0,675.0,27301.0,0.9501,0.7232,0.9557
2015-01-12T09:00:00Z,27864.0,27976.0,675.0,27301.0,0.996,0.7285,1.0026
2015-01-12T10:00:00Z,28664.0,27976.0,675.0,27301.0,1.0246,0.7281,1.0319
2015-01-12T11:00:00Z,28914.0,27976.0,675.0,27301.0,1.0335,0.7214,1.0412
2015-01-12T12:00:00Z,29011.0,27976.0,675.0,27301.0,1.037,0.6825,1.0458
2015-01-12T13:00:00Z,28920.0,27976.0,675.0,27301.0,1.0337,0.6704,1.0428
2015-01-12T14:00:00Z,28964.0,27976.0,675.0,27301.0,1.0353,0.6955,1.0437
